movie_id,title,count
24,[u'Kill Bill: Vol. 1']
8392,[u'My Neighbor Totoro']
667,[u'You Only Live Twice']
149870,[u'The Wind Rises']
246,[u'Zatoichi']
51739,[u'The Secret World of Arrietty']
329440,[u'The Forest']
64686,[u'47 Ronin']
1904,[u'Memoirs of a Geisha']
616,[u'The Last Samurai']
5879,[u'In the Realm of the Senses']
346,[u'Seven Samurai']
548,[u'Rashomon']
826,[u'The Bridge on the River Kwai']
11878,[u'Yojimbo']
3777,[u'Throne of Blood']
10110,[u'Empire of the Sun']
12100,[u'Windtalkers']
746,[u'The Last Emperor']
58857,[u'13 Assassins']
3580,[u'Changeling']
8392,[u'My Neighbor Totoro']
284293,[u'Still Alice']
11360,[u'Dumbo']
205220,[u'Philomena']
12429,[u'Ponyo']
10559,[u'Frequency']
1440,[u'Little Children']
1791,[u'The Piano Teacher']
329103,[u'Russian Lolita']
109453,[u'Mothers and Daughters']
11896,[u'Throw Momma from the Train']
44147,[u'Wild Target']
1257,[u'Because I Said So']
15648,[u'The Perfect Man']
48266,[u'Ma m\xe8re']
2014,[u'The Edge of Heaven']
10822,[u'Savage Grace']
24469,[u'Fish Tank']
1024,[u'Heavenly Creatures']
620,[u'Ghostbusters']
9806,[u'The Incredibles']
8392,[u'My Neighbor Totoro']
8247,[u'Jumper']
9738,[u'Fantastic Four']
11797,[u'Fright Night']
3981,[u'What Women Want']
11824,[u'Teen Wolf']
242095,[u'The Signal']
4474,[u'My Super Ex-Girlfriend']
9697,[u'Lady in the Water']
13001,[u'Stargate: The Ark of Truth']
9954,[u'The Covenant']
10306,[u'Poltergeist III']
10131,[u'A Nightmare on Elm Street 4: The Dream Master']
6589,[u'Underdog']
11459,[u'Sky High']
12772,[u'Leap of Faith']
11133,[u'Poltergeist II: The Other Side']
19592,[u'Dead Birds']
8392,[u'My Neighbor Totoro']
9297,[u'Monster House']
11208,[u'Wicker Park']
9270,[u'Brick']
11219,[u'The Trouble with Harry']
10491,[u'Enigma']
11718,"[u""Who's Harry Crumb?""]"
9608,[u'The Legend of Sleepy Hollow']
11603,[u'Rear Window']
316028,[u'Faithful in My Fashion']
30719,"[u""I'll Be Seeing You""]"
140300,[u'Kung Fu Panda 3']
10191,[u'How to Train Your Dragon']
8392,[u'My Neighbor Totoro']
966,[u'The Magnificent Seven']
4638,[u'Hot Fuzz']
10196,[u'The Last Airbender']
1579,[u'Apocalypto']
346,[u'Seven Samurai']
792,[u'Platoon']
48415,[u'Welcome to the South']
14873,[u'The Jungle Book 2']
19666,[u'Lagaan: Once Upon a Time in India']
11560,[u'High Crimes']
8840,[u'DragonHeart']
8388,[u'Three Amigos']
8871,[u'How the Grinch Stole Christmas']
38953,"[u""Ryan's Daughter""]"
219,[u'Volver']
10604,[u'Zorba the Greek']
38961,[u'Tamara Drewe']
264644,[u'Room']
303991,[u'Demolition']
1597,[u'Meet the Parents']
263109,[u'Shaun the Sheep Movie']
138103,[u'The Expendables 3']
754,[u'Face/Off']
956,[u'Mission: Impossible III']
48138,[u'Unknown']
277216,[u'Straight Outta Compton']
9339,[u'Click']
8392,[u'My Neighbor Totoro']
204922,[u'Before I Go to Sleep']
27576,[u'Salt']
4922,[u'The Curious Case of Benjamin Button']
41630,[u'No Strings Attached']
11005,[u'Awakenings']
10312,[u'Patch Adams']
1955,[u'The Elephant Man']
1367,[u'Rocky II']
33613,"[u""The Girl Who Kicked the Hornet's Nest""]"
8392,[u'My Neighbor Totoro']
13310,[u'Let the Right One In']
11974,"[u""The 'Burbs""]"
51938,[u'Inside Out']
331941,[u'Neighbors']
150540,[u'Inside Out']
8392,[u'My Neighbor Totoro']
2163,[u'Breakdown']
286521,[u'5 Flights Up']
11313,[u'Hearts in Atlantis']
377587,[u'Meet the Blacks']
9966,[u'The Messengers']
14662,[u'Slums of Beverly Hills']
73563,[u'The Greening of Whitney Brown']
223554,[u'Some Things That Stay']
226305,[u'Last Days in Jerusalem']
408237,[u'Offensive']
391116,"[u'Goodbye, Ohio']"
200944,"[u""I'm Your Man""]"
165619,"[u""Childhood's End""]"
109641,[u'Train without a Timetable']
288757,[u'Came the Dawn']
256286,"[u'Premier juillet, le film']"
183697,[u'The Chain']
8392,[u'My Neighbor Totoro']
8844,[u'Jumanji']
14836,[u'Coraline']
150202,[u'The Haunting in Connecticut 2: Ghosts of Georgia']
19458,[u'Princess Protection Program']
377587,[u'Meet the Blacks']
388243,[u'Bleed']
36536,[u'Sesame Street Presents Follow That Bird']
80521,[u'All Mine To Give']
123324,[u'Strays']
8392,[u'My Neighbor Totoro']
266294,[u'Sisters']
152599,[u'The Immigrant']
79548,[u'Gone']
84355,"[u""Your Sister's Sister""]"
10242,[u'What Ever Happened to Baby Jane?']
377897,[u'Barbie: Spy Squad']
13002,[u'Barbie in the 12 Dancing Princesses']
403119,[u'47 Meters Down']
11648,[u'Must Love Dogs']
18168,[u'About Adam']
48259,[u'Crimes of the Heart']
288445,[u'O Experimento']
11506,[u'The Silence']
215848,[u'Family United']
24801,[u'Cow Belles']
46992,[u'Hilary and Jackie']
51857,[u'Cria Cuervos']
27681,[u'Wish Upon a Star']
84658,"[u""Bonnie's Kids""]"
8392,[u'My Neighbor Totoro']
231257,[u'The Whistler']
298643,[u'Der Freisch\xfctz']
8392,[u'My Neighbor Totoro']
316432,[u'My Mom Is an Airplane!']
8392,[u'My Neighbor Totoro']
36345,[u'Blade of the Phantom Master']
42070,[u'A Wind Named Amnesia']
62736,[u'Baoh: The Visitor']
82026,[u'Kyousogiga']
57198,"[u""Spirit of Wonder: Miss China's Ring""]"
87073,[u'Rockman.EXE: The Program of Light and Darkness']
121139,[u'Nadia: The Secret of Fuzzy']
61591,[u'Welcome to the Space Show']
211755,[u'Hunter \xd7 Hunter: Phantom Rouge']
30146,[u'Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie']
42360,[u'Inuyasha the Movie: Affections Touching Across Time']
272157,[u'Ressha Sentai ToQger: The Movie - Galaxy Line SOS']
334900,"[u'Touch 3, After You Passed By']"
296917,[u'PSYCHO-PASS: The Movie']
354224,[u'Ressha Sentai Toqger Returns: The Super TOQ 7 of Dreams']
182131,[u'Little Witch Academia']
347413,[u'Little Witch Academia: The Enchanted Parade']
347413,[u'Little Witch Academia: The Enchanted Parade']
11830,[u'Tampopo']
8392,[u'My Neighbor Totoro']
27276,[u'Gemini']
39864,[u'Rope and Skin']
104323,[u'Noble Lady Bound Vase']
124423,[u'The Living Skeleton']
143667,[u'Rope Hell']
192396,[u'Horny Working Girl: From 5 to 9']
3777,[u'Throne of Blood']
77859,[u'Ringing Bell']
8392,[u'My Neighbor Totoro']
28460,[u'Sailor Moon Super S: The Movie']
37585,[u'Night on the Galactic Railroad']
16859,"[u""Kiki's Delivery Service""]"
49734,[u'Final Yamato']
75571,[u'Digimon Adventure: Our War Game']
158483,[u'Mei and the Kittenbus']
97787,[u'Digimon Adventure']
166685,[u'Love Position: The Legend of Halley']
335084,[u'The Samurai']
182768,[u'Leda - The Fantastic Adventure of Yohko']
360575,"[u""Go! Anpanman: Franken-Robo-kun's Surprised Christmas""]"
360601,[u'Go! Anpanman: Kokin-chan and the Blue Tears']
360607,[u'Go! Anpanman: The Pyramid of the Rainbow']
360607,[u'Go! Anpanman: The Pyramid of the Rainbow']
361497,[u'Go! Anpanman: Dadandan and the Twin Stars']
361500,"[u""Go! Anpanman: Nosshi the Dinosaur's Big Adventure""]"
361606,[u'Go! Anpanman: Blacknose and the Magical Song']
357400,[u'Digimon Adventure Tri. - Chapter 1: Reunion']
8392,[u'My Neighbor Totoro']
57703,[u'Norwegian Wood']
81,[u'Nausica\xe4 of the Valley of the Wind']
128,[u'Princess Mononoke']
21057,[u'Ocean Waves']
8392,[u'My Neighbor Totoro']
15371,[u'Lupin the Third: The Castle of Cagliostro']
79707,[u'Children Who Chase Lost Voices']
215402,[u'Giant Robo: The Day the Earth Stood Still']
61695,[u'Mai no Mahou to Katei no Hi']
215000,[u'Maris The SuperGal']
284755,[u'Fire Tripper']
55881,[u'Kiddy Grade III: Truth Dawn']
301515,[u'Maison Ikkoku: The Final Chapter']
335808,[u'Virgin Fleet']
138028,[u'Black Jack: Final']
73708,[u'Hell Target']
360575,"[u""Go! Anpanman: Franken-Robo-kun's Surprised Christmas""]"
360597,"[u'Go! Anpanman: Baikinman and the 3-""Bai"" Punch']"
360601,[u'Go! Anpanman: Kokin-chan and the Blue Tears']
360607,[u'Go! Anpanman: The Pyramid of the Rainbow']
361497,[u'Go! Anpanman: Dadandan and the Twin Stars']
361500,"[u""Go! Anpanman: Nosshi the Dinosaur's Big Adventure""]"
361606,[u'Go! Anpanman: Blacknose and the Magical Song']
407945,[u'Giant Robo Gaiden Ginrei']
8392,[u'My Neighbor Totoro']
26868,[u'Never Give Up']
41939,[u'Rikyu']
42984,[u'The Insect Woman']
393923,[u'How Sorrowful']
49570,[u'Town of Cupolas']
50805,[u'A Japanese Tragedy']
92956,[u'White Beast']
77057,[u'Children of Hiroshima']
97149,[u'Conflagration']
104442,[u'The Human Bullet']
104450,[u'Apart from Life']
107555,[u'All My Children']
141301,[u'Letter from the Mountain']
109948,[u'Only on Mondays']
115221,[u'Station']
118783,[u'The Heart']
212300,[u'A Billionaire']
213768,[u'The Hole']
234941,[u'Writhing Tongue']
240343,[u'Gassan']
275277,[u'The Wild Daisy']
295351,[u'A Lonely Woman in a Lonely Land']
28856,[u'Return of Daimajin']
342671,[u'Heat Wave Island']
32690,[u'Scandal']
111718,"[u""The Sun's Burial""]"
373413,[u'White Snake Enchantment']
329747,[u'Buddha']
299789,[u'Rainbow Kids']
385221,[u'The Burmese Harp']
399554,[u'\u6bcd\u306e\u306a\u3044\u5b50\u3068\u5b50\u306e\u306a\u3044\u6bcd\u3068']
390494,[u'The Possessed']
396248,[u'The Little Hero']
116313,[u'A Hole of My Own Making']
397980,[u'The Long Death']
398030,[u'The Burglar Story']
398525,[u'My Town']
398870,[u'The Motherless']
360482,[u'Before Dawn']
8392,[u'My Neighbor Totoro']
51106,"[u""You're Under Arrest: The Movie""]"
57198,"[u""Spirit of Wonder: Miss China's Ring""]"
148923,[u'Urban Square: In Pursuit of Amber']
26595,[u'.hack//G.U. Trilogy']
268266,[u'Mazinkaiser vs Great Darkness General']
301470,[u'Moldiver']
334411,[u'Legend of the Rolling Wheels']
125521,[u'Slayers Return']
339749,[u'Saber Marionette R']
120253,[u'Genocyber']
30491,[u'A Tree of Palme']
8392,[u'My Neighbor Totoro']
62961,[u'Madox-01']
39228,[u'Mobile Suit Gundam I']
39229,[u'Mobile Suit Gundam II: Soldiers of Sorrow']
68922,[u'Sword for Truth']
73713,[u'Eternal Family']
334275,[u'Armored Trooper Votoms: Big Battle']
187795,[u'Armored Trooper Votoms: Pailsen Files The Movie']
8392,[u'My Neighbor Totoro']
8392,[u'My Neighbor Totoro']
16859,"[u""Kiki's Delivery Service""]"
123867,[u'Panda! Go Panda!: Rainy Day Circus']
31769,[u'Venus Wars']
8392,[u'My Neighbor Totoro']
27213,[u'Black Jack']
34194,[u'Tenchi the Movie 2: The Daughter of Darkness']
34935,[u'Tenchi Muy\xf4! In Love']
14829,[u'Tenchi Forever!']
68922,[u'Sword for Truth']
73713,[u'Eternal Family']
87270,[u'Black Jack: The Two Doctors in Black']
147672,[u'Dragon Knight']
119441,"[u'Hetalia: Axis Powers: Paint It, White!']"
300773,[u'Rhea Gall Force']
305396,[u'Gall Force 2: Destruction']
335084,[u'The Samurai']
339749,[u'Saber Marionette R']
138028,[u'Black Jack: Final']
197854,[u'The Guyver: Bio-Booster Armor']
249287,[u'Zillion: Burning Night']
8392,[u'My Neighbor Totoro']
14829,[u'Tenchi Forever!']
18837,[u'Macross Plus']
48626,[u'Urotsukidoji II: Legend of the Demon Womb']
48626,[u'Urotsukidoji II: Legend of the Demon Womb']
48632,[u'Urotsukidoji: New Saga']
340013,[u'Twin Angels']
255269,[u'Twin Dolls']
366627,[u'Choriki Sentai Ohranger: The Movie']
30198,[u'The Red Spectacles']
62301,[u'Stray Dog: Kerberos Panzer Cops']
150023,[u'Urusei Yatsura 1: Only You']
126963,[u'Dragon Ball Z: Battle of Gods']
112826,[u'Talking Head']
254538,[u'The Next Generation Patlabor: Tokyo War']
9606,[u'Metropolis']
42994,[u'Memories']
45278,[u'Yu Yu Hakusho: The Movie']
8392,[u'My Neighbor Totoro']
43967,[u'Urusei Yatsura 2: Beautiful Dreamer']
14571,[u'Patlabor: The Movie']
14572,[u'Patlabor 2: The Movie']
333949,[u'Armored Trooper Votoms: The Last Red Shoulder']
334275,[u'Armored Trooper Votoms: Big Battle']
334595,[u'Panzer World Galient']
334912,[u'Dangaioh']
301515,[u'Maison Ikkoku: The Final Chapter']
335354,"[u""Take The Lead! Men's School""]"
290981,"[u'Dr. Slump and Arale-chan: Hoyoyo, Great Round-the-World Race']"
335618,[u'Doctor Chichibuyama']
120253,[u'Genocyber']
361497,[u'Go! Anpanman: Dadandan and the Twin Stars']
382885,[u'Very Private Lesson']
383262,[u'The Voice Makes a Miracle']
28697,[u'Fatal Fury: The Motion Picture']
8392,[u'My Neighbor Totoro']
17433,[u'Street Fighter Alpha - The Movie']
47567,[u'Golgo 13: Queen Bee']
72015,[u'Fatal Fury: Legend of the Hungry Wolf']
72016,[u'Fatal Fury 2: The New Battle']
57224,[u'Bio Hunter']
61695,[u'Mai no Mahou to Katei no Hi']
20986,"[u""Gurren Lagann The Movie: Childhood's End""]"
22914,[u'Gundam Wing: Endless Waltz']
138028,[u'Black Jack: Final']
391443,[u'Iron Virgin Jun']
249287,[u'Zillion: Burning Night']
8392,[u'My Neighbor Totoro']
1853,[u'In the Realms of the Unreal']
10588,[u'The Cat in the Hat']
4633,[u'Cutlass']
10950,[u'I Am Sam']
11096,[u'Hide and Seek']
20760,[u'Lilo & Stitch 2: Stitch has a Glitch']
24021,[u'The Twilight Saga: Eclipse']
9039,[u'Trapped']
9509,[u'Man on Fire']
12837,[u'The Secret Life Of Bees']
12920,[u'Dreamer: Inspired By a True Story']
27586,[u'The Runaways']
9986,"[u""Charlotte's Web""]"
13455,[u'Push']
14836,[u'Coraline']
14882,[u'Hounddog']
14926,[u'Uptown Girls']
